tx gt,ty gt,tz gt
1.301,0.7165,1.6438
1.3001,0.7202,1.6432
1.2994,0.7241,1.6423
1.2989,0.7281,1.6415
1.2984,0.7321,1.6407
1.2981,0.7359,1.6401
1.2973,0.7398,1.6394
1.2969,0.7438,1.6386
1.2965,0.7474,1.638
1.2964,0.7515,1.6373
1.296,0.7554,1.6366
1.2953,0.7592,1.6357
1.2952,0.763,1.635
1.2948,0.7666,1.6342
1.2944,0.7701,1.6331
1.2943,0.774,1.6322
1.2942,0.7777,1.6311
1.2939,0.7813,1.6302
1.2939,0.7849,1.6293
1.2935,0.7885,1.628
1.2933,0.7921,1.6272
1.2931,0.7958,1.6261
1.2931,0.7993,1.6251
1.293,0.8028,1.6241
1.293,0.8066,1.6231
1.2929,0.8101,1.6223
1.2928,0.8138,1.6215
1.2929,0.8174,1.6205
1.2928,0.8211,1.6196
1.2931,0.8249,1.6188
1.2931,0.8286,1.6181
1.2931,0.8324,1.6172
1.2933,0.8361,1.6166
1.2937,0.8399,1.6162
1.2936,0.8437,1.6156
1.294,0.8474,1.6151
1.2938,0.8512,1.6146
1.2941,0.8549,1.6145
1.2942,0.8587,1.614
1.2947,0.8625,1.6136
1.295,0.8664,1.6132
1.295,0.8703,1.6127
1.2951,0.8741,1.6121
1.2949,0.8781,1.6115
1.2952,0.8818,1.611
1.295,0.8859,1.6104
1.2951,0.8897,1.6099
1.2953,0.8935,1.6094
1.2953,0.8973,1.609
1.2954,0.901,1.6082
1.2956,0.9047,1.6076
1.2958,0.9086,1.6071
1.2961,0.9123,1.6065
1.2958,0.916,1.6059
1.2961,0.9195,1.6054
1.2962,0.923,1.605
1.297,0.926,1.6048
1.2966,0.9294,1.6045
1.297,0.9326,1.6044
1.2971,0.9357,1.6041
1.2975,0.9384,1.6041
1.2975,0.9414,1.6037
1.2979,0.9441,1.6036
1.2982,0.9467,1.6036
1.2985,0.9491,1.6035
1.299,0.9514,1.6036
1.2998,0.9533,1.6037
1.3001,0.9554,1.604
1.3004,0.9571,1.6041
1.3065,0.9607,1.6101
1.3068,0.96,1.6108
1.3073,0.9588,1.6112
1.3078,0.9577,1.6117
1.3082,0.9562,1.6121
1.3083,0.9548,1.6124
1.3087,0.9532,1.6128
1.3093,0.9516,1.6135
1.3092,0.9497,1.6137
1.3096,0.9474,1.6142
1.3099,0.9452,1.6145
1.3099,0.9429,1.6147
1.31,0.9404,1.6149
1.3099,0.938,1.6149
1.3104,0.9353,1.6151
1.3103,0.9326,1.6152
1.3104,0.9295,1.6154
1.3102,0.9266,1.6154
1.3107,0.9234,1.6157
1.3105,0.9202,1.616
1.3109,0.9167,1.6161
1.3107,0.9133,1.616
1.3105,0.9098,1.6159
1.3104,0.9063,1.6158
1.3103,0.9027,1.6155
1.3104,0.8989,1.615
1.3105,0.8954,1.6146
1.3106,0.8918,1.6143
1.3112,0.8881,1.6141
1.3108,0.8841,1.6136
1.311,0.8802,1.6134
1.3106,0.8763,1.6132
1.3108,0.8724,1.6133
1.3105,0.8682,1.6133
1.3106,0.8639,1.6133
1.3106,0.8597,1.6135
1.3103,0.8554,1.6134
1.3102,0.8509,1.6133
1.3102,0.8465,1.6133
1.3101,0.8421,1.6131
1.3101,0.8378,1.6131
1.3101,0.8333,1.6131
1.31,0.8288,1.6131
1.3098,0.8244,1.6131
1.3099,0.82,1.6132
1.31,0.8157,1.6134
1.3098,0.811,1.6132
1.3097,0.8065,1.6132
1.3097,0.8021,1.6133
1.31,0.7978,1.6133
1.3099,0.7933,1.6134
1.31,0.789,1.6136
1.3103,0.7847,1.6139
1.3101,0.7803,1.6141
1.3104,0.7759,1.6144
1.3109,0.7716,1.6147
1.3109,0.7673,1.6151
1.3112,0.7632,1.6156
1.3113,0.7589,1.616
1.3118,0.7548,1.6164
1.3119,0.7507,1.6168
1.3122,0.7467,1.6172
1.3122,0.7425,1.6174
1.3126,0.7384,1.6177
1.3128,0.7343,1.618
1.3128,0.7303,1.6182
1.313,0.7263,1.6185
1.3134,0.7226,1.6187
1.3134,0.7188,1.6187
1.3139,0.715,1.6188
1.3141,0.7112,1.6187
1.3142,0.7074,1.6186
1.3142,0.7036,1.6185
1.314,0.6996,1.6183
1.3142,0.6958,1.6181
1.3141,0.6917,1.6177
1.314,0.6878,1.6174
1.3142,0.6837,1.617
1.3139,0.6797,1.6165
1.3137,0.6757,1.6161
1.3137,0.6718,1.6156
1.3134,0.6676,1.6152
1.3131,0.6637,1.6149
1.3129,0.6598,1.6146
1.3128,0.6557,1.6142
1.3122,0.6516,1.6137
1.3125,0.6477,1.6132
1.3115,0.6434,1.6126
1.3111,0.6393,1.6119
1.3109,0.6352,1.6113
1.3103,0.6309,1.6106
1.31,0.6267,1.6101
1.3091,0.6223,1.6091
1.3083,0.6179,1.6084
1.3083,0.6136,1.6078
1.3071,0.6092,1.607
1.3066,0.6049,1.6065
1.3061,0.6005,1.6057
1.3051,0.5961,1.6048
1.3045,0.5918,1.604
1.3044,0.5875,1.6033
1.3037,0.5831,1.6025
1.3029,0.5788,1.6017
1.3017,0.5744,1.6007
1.3011,0.5701,1.5999
1.3006,0.5659,1.5991
1.2999,0.5615,1.5982
1.2989,0.5572,1.5975
1.2981,0.553,1.5967
1.2971,0.5489,1.5958
1.2967,0.5449,1.5952
1.296,0.5409,1.5944
1.2952,0.537,1.5937
1.2946,0.533,1.5928
1.294,0.5292,1.592
1.2933,0.5253,1.5912
1.2927,0.5216,1.5906
1.2919,0.5179,1.59
1.2915,0.5141,1.5894
1.2906,0.5106,1.5888
1.2904,0.5071,1.5883
1.2898,0.5036,1.5877
1.2892,0.5,1.5871
1.2888,0.4964,1.5865
1.2884,0.4929,1.586
1.2882,0.4896,1.5855
1.2877,0.4862,1.585
1.2876,0.483,1.5847
1.2875,0.4798,1.5846
1.2872,0.4765,1.5842
1.287,0.4733,1.584
1.2869,0.4701,1.5839
1.2867,0.467,1.5837
1.2866,0.4637,1.5838
1.2864,0.4604,1.5836
1.2862,0.4572,1.5836
1.286,0.4542,1.5834
1.2861,0.451,1.5832
1.286,0.4475,1.583
1.2859,0.4442,1.5829
1.286,0.4408,1.5829
1.286,0.4374,1.5828
1.2857,0.4338,1.5826
1.2859,0.4304,1.5825
1.2859,0.4269,1.5823
1.286,0.4232,1.5822
1.2858,0.4196,1.5817
1.286,0.4157,1.5816
1.2861,0.412,1.5812
1.286,0.4081,1.5807
1.286,0.4043,1.5804
1.2861,0.4005,1.5801
1.286,0.3967,1.5797
1.286,0.3931,1.5794
1.2861,0.3892,1.5792
1.286,0.3857,1.5788
1.2861,0.382,1.5785
1.2862,0.3784,1.5782
1.2862,0.3748,1.5779
1.2863,0.3712,1.5772
1.2863,0.3677,1.5768
1.2862,0.3643,1.5762
1.2862,0.3608,1.5758
1.2862,0.3576,1.5752
1.2862,0.3543,1.5747
1.2861,0.351,1.5744
1.2864,0.3478,1.5743
1.2863,0.3449,1.574
1.2863,0.342,1.5739
1.2862,0.3392,1.5736
1.2862,0.3366,1.5735
1.2863,0.3341,1.5734
1.2863,0.3316,1.5732
1.2863,0.3293,1.5729
1.2862,0.3271,1.5725
1.2863,0.3249,1.5724
1.2863,0.323,1.5723
1.2864,0.321,1.5723
1.2863,0.3194,1.5722
1.2862,0.3177,1.5722
1.2862,0.3161,1.5722
1.2863,0.3148,1.5722
1.2863,0.3135,1.5721
1.2864,0.3123,1.5722
1.2864,0.3113,1.5721
1.2864,0.3103,1.572
1.2864,0.3095,1.572
1.2864,0.3088,1.5718
1.2863,0.3081,1.5717
1.2864,0.3077,1.5716
1.2864,0.3074,1.5716
1.2865,0.3073,1.5716
1.2866,0.3073,1.5716
1.2866,0.3075,1.5715
1.2867,0.3077,1.5714
1.2868,0.3082,1.5712
1.2868,0.3085,1.5711
1.2869,0.3091,1.5709
1.2869,0.3098,1.5707
1.2869,0.311,1.5704
1.2869,0.3119,1.5701
1.2869,0.3132,1.5699
1.2871,0.3144,1.5697
1.2871,0.3163,1.5693
1.2871,0.3179,1.569
1.2871,0.3199,1.5688
1.2871,0.3219,1.5686
1.287,0.324,1.5684
1.2869,0.3262,1.5682
1.287,0.3285,1.568
1.2873,0.3308,1.568
1.2873,0.3332,1.5677
1.2874,0.3356,1.5675
1.2873,0.3382,1.5672
1.2874,0.3407,1.5672
1.2873,0.3434,1.5671
1.2875,0.3462,1.5671
1.2876,0.3489,1.5672
1.2876,0.3516,1.5672
1.288,0.3545,1.5675
1.288,0.3575,1.5675
1.288,0.3605,1.5676
1.2881,0.3638,1.5677
1.2881,0.3669,1.568
1.2882,0.3702,1.568
1.2882,0.3735,1.5683
1.2885,0.3768,1.5685
1.2884,0.3799,1.5686
1.2884,0.3828,1.5687
1.2885,0.3863,1.5688
1.2884,0.3896,1.569
1.2886,0.3932,1.5693
1.2885,0.3967,1.5696
1.2884,0.4004,1.5699
1.2884,0.4041,1.5702
1.2884,0.4076,1.5704
1.2882,0.4112,1.5704
1.2881,0.4148,1.5703
1.2882,0.4185,1.5703
1.288,0.4222,1.5702
1.2881,0.426,1.5703
1.2882,0.4298,1.5705
1.2882,0.4337,1.5708
1.2879,0.4375,1.5709
1.288,0.4414,1.5713
1.2879,0.4451,1.5715
1.2878,0.4487,1.5716
1.2878,0.4527,1.5715
1.2877,0.4567,1.5716
1.2876,0.4607,1.5717
1.2876,0.4647,1.5718
1.2876,0.469,1.5721
1.2873,0.4733,1.5724
1.2875,0.4777,1.5727
1.2874,0.4819,1.573
1.2875,0.4863,1.5734
1.2874,0.4906,1.5738
1.2875,0.4951,1.5742
1.2876,0.4995,1.5747
1.2874,0.5041,1.575
1.2877,0.5087,1.5754
1.2877,0.5132,1.5759
1.2878,0.5178,1.5761
1.2878,0.5225,1.5764
1.2878,0.527,1.5766
1.2877,0.5314,1.5769
1.2878,0.5359,1.5771
1.2878,0.5403,1.5773
1.2876,0.5448,1.5777
1.2876,0.5496,1.5781
1.288,0.5543,1.5785
1.2879,0.5588,1.5788
1.288,0.5635,1.579
1.2883,0.568,1.5793
1.288,0.5726,1.5794
1.2879,0.5771,1.5794
1.2879,0.5816,1.5795
1.2879,0.5862,1.5797
1.2877,0.5911,1.58
1.2878,0.5957,1.5802
1.288,0.6007,1.5803
1.288,0.6053,1.5803
1.2879,0.6098,1.5805
1.2882,0.6145,1.5805
1.2879,0.6189,1.5805
1.2876,0.6234,1.5804
1.2881,0.6278,1.5807
1.2879,0.6323,1.5807
1.2882,0.6367,1.5807
1.288,0.6411,1.5806
1.2885,0.6454,1.5805
1.2883,0.6495,1.5803
1.2886,0.6537,1.5802
1.2889,0.6579,1.5802
1.2886,0.662,1.5802
1.2882,0.6659,1.5799
1.2885,0.6701,1.5801
1.2887,0.6743,1.5801
1.2889,0.6784,1.5801
1.2883,0.6825,1.5801
1.2888,0.6868,1.5802
1.2891,0.691,1.5802
1.289,0.6951,1.5801
1.2887,0.6992,1.5803
1.2892,0.7033,1.5805
1.29,0.7073,1.5808
1.2895,0.7112,1.5809
1.2898,0.7152,1.5811
1.2897,0.7194,1.5815
1.2901,0.7234,1.5816
1.2902,0.7275,1.5817
1.2904,0.7317,1.582
1.2905,0.7358,1.5823
1.2907,0.7401,1.5825
1.2909,0.7441,1.5828
1.2908,0.748,1.583
1.2907,0.752,1.5831
1.2909,0.7561,1.5833
1.291,0.7602,1.5834
1.2909,0.7643,1.5835
1.2909,0.7687,1.5836
1.2911,0.773,1.5837
1.2911,0.7772,1.5839
1.2913,0.7815,1.5839
1.2907,0.786,1.5841
1.2907,0.7905,1.5845
1.2906,0.7948,1.5849
1.2907,0.7994,1.5855
1.2905,0.8037,1.586
1.2905,0.8082,1.5866
1.2903,0.8125,1.5871
1.2903,0.8169,1.5877
1.2901,0.8215,1.5884
1.2901,0.8257,1.5889
1.2899,0.83,1.5896
1.2898,0.8341,1.5903
1.2899,0.8381,1.5909
1.2901,0.8424,1.5916
1.29,0.8465,1.5923
1.2898,0.8504,1.5927
1.2898,0.8545,1.5933
1.29,0.8586,1.5939
1.2898,0.8624,1.5942
1.2901,0.8662,1.5946
1.2901,0.87,1.5949
1.2904,0.8739,1.5953
1.2904,0.8774,1.5955
1.2908,0.8811,1.5957
1.2908,0.8848,1.5962
1.2911,0.8884,1.5966
1.2913,0.8918,1.5969
1.2913,0.8953,1.5971
1.2919,0.8986,1.5975
1.2919,0.902,1.5976
1.2924,0.9051,1.5979
1.2925,0.9082,1.5981
1.2929,0.9114,1.598
1.2931,0.9141,1.5983
1.2932,0.9171,1.5986
1.2935,0.9197,1.5986
1.2936,0.9228,1.5987
1.2941,0.9255,1.5989
1.294,0.9281,1.5989
1.2947,0.9308,1.599
1.2949,0.934,1.599
1.2949,0.9367,1.5987
1.2951,0.9393,1.5986
1.2959,0.9422,1.5987
1.2963,0.9449,1.5985
1.2962,0.9473,1.5981
1.2967,0.9496,1.598
1.2969,0.9517,1.5976
1.2971,0.9538,1.5975
1.2973,0.9556,1.5972
1.2972,0.9571,1.5967
1.2975,0.9587,1.5962
1.2977,0.9599,1.5957
1.298,0.9613,1.5951
1.298,0.9621,1.5943
1.2978,0.9632,1.5934
1.2979,0.9641,1.5926
1.2979,0.9644,1.5917
1.298,0.9648,1.591
1.2979,0.9648,1.5903
1.298,0.9646,1.5895
1.2981,0.9642,1.5889
1.2982,0.9634,1.5882
1.2984,0.9627,1.5876
1.2984,0.9618,1.5871
1.2985,0.9609,1.5865
1.2985,0.9597,1.5858
1.2985,0.9587,1.5853
1.2983,0.9575,1.5843
1.2982,0.9563,1.5839
1.2981,0.9549,1.5837
1.2982,0.9535,1.5833
1.2981,0.952,1.5832
1.2983,0.9503,1.5831
1.2985,0.9484,1.583
1.2984,0.9462,1.5828
1.2985,0.9441,1.5828
1.2984,0.9418,1.5829
1.2988,0.9397,1.5831
1.2988,0.9375,1.5834
1.2981,0.9348,1.5829
1.2979,0.9325,1.583
1.2982,0.9297,1.5832
1.298,0.9271,1.5835
1.2981,0.9243,1.5836
1.2979,0.9214,1.5841
1.2982,0.9181,1.5845
1.2978,0.915,1.5849
1.2982,0.9117,1.5857
1.2979,0.9082,1.5862
1.2982,0.9048,1.5869
1.2981,0.9012,1.5876
1.2981,0.8974,1.5881
1.2978,0.894,1.5884
1.2981,0.8903,1.589
1.298,0.8867,1.5895
1.298,0.8832,1.5898
1.298,0.8795,1.5904
1.298,0.8756,1.591
1.2985,0.8719,1.5918
1.2978,0.868,1.5924
1.298,0.8641,1.5932
1.2974,0.86,1.5935
1.2974,0.8563,1.5941
1.2968,0.852,1.5945
1.297,0.8478,1.595
1.2964,0.8435,1.5954
1.2961,0.8393,1.5959
1.2959,0.8351,1.5963
1.2956,0.8306,1.5971
1.2955,0.8258,1.5977
1.295,0.8215,1.5984
1.2946,0.8168,1.599
1.2943,0.812,1.5995
1.2939,0.8068,1.6
1.2934,0.8017,1.6003
1.2926,0.7966,1.6004
1.2919,0.7913,1.6005
1.2915,0.7862,1.6006
1.2905,0.7809,1.6007
1.2897,0.7755,1.6008
1.2891,0.7702,1.6013
1.2883,0.7648,1.6015
1.2875,0.7593,1.6019
1.2865,0.7538,1.6022
1.2858,0.7483,1.6024
1.2851,0.7429,1.6025
1.2842,0.7374,1.6025
1.2833,0.7319,1.6025
1.2828,0.7264,1.6027
1.2822,0.7211,1.6027
1.2814,0.7158,1.6028
1.2809,0.7104,1.603
1.2801,0.7052,1.603
1.2797,0.7001,1.6032
1.2799,0.6949,1.6035
1.2786,0.6896,1.6034
1.2785,0.6845,1.6037
1.2778,0.6794,1.6037
1.2772,0.6743,1.6035
1.277,0.6693,1.6035
1.2771,0.6645,1.6037
1.2765,0.6595,1.6033
1.2762,0.6548,1.6032
1.2765,0.6501,1.6033
1.276,0.6456,1.6031
1.276,0.6411,1.6029
1.276,0.6367,1.603
1.2755,0.6319,1.6026
1.2753,0.6275,1.6025
1.275,0.6231,1.6023
1.2751,0.6187,1.6023
1.2745,0.6144,1.6021
1.2752,0.6101,1.6022
1.2746,0.6058,1.6019
1.2743,0.6016,1.6017
1.2739,0.5975,1.6015
1.2734,0.5934,1.6012
1.2737,0.5893,1.601
1.2732,0.5852,1.6008
1.2726,0.581,1.6005
1.2726,0.5772,1.6001
1.2723,0.573,1.5996
1.2718,0.5688,1.5992
1.2715,0.5648,1.5988
1.271,0.5606,1.5985
1.2707,0.5565,1.5983
1.2704,0.5523,1.5979
1.2702,0.5482,1.5974
1.2698,0.5441,1.5972
1.2694,0.5399,1.597
1.2693,0.5357,1.5966
1.2689,0.5316,1.596
1.2687,0.5277,1.5957
1.2683,0.5235,1.5953
1.2683,0.519,1.595
1.268,0.515,1.5947
1.2678,0.5107,1.5944
1.2674,0.5065,1.594
1.2674,0.5021,1.5936
1.267,0.4978,1.5933
1.2666,0.4934,1.5929
1.2662,0.4891,1.5925
1.2658,0.4849,1.5921
1.2656,0.4806,1.5919
1.265,0.4764,1.5914
1.2648,0.4721,1.5911
1.2646,0.4679,1.5909
1.2642,0.4635,1.5906
1.2638,0.4591,1.5903
1.2634,0.4548,1.5899
1.263,0.4506,1.5895
1.2626,0.4463,1.5892
1.2622,0.4421,1.5887
1.2616,0.4378,1.5882
1.2613,0.4337,1.5877
1.2609,0.4296,1.5872
1.2606,0.4255,1.5868
1.2603,0.4215,1.5864
1.2599,0.4174,1.586
1.2595,0.4134,1.5854
1.259,0.4093,1.5849
1.2587,0.4055,1.5841
1.2582,0.4014,1.5834
1.2579,0.3975,1.5826
1.2575,0.3936,1.582
1.257,0.3897,1.5812
1.2565,0.3858,1.5807
1.2559,0.3818,1.5801
1.2556,0.3783,1.5796
1.2548,0.3746,1.5788
1.2546,0.3708,1.5784
1.2542,0.3671,1.5776
1.2537,0.3635,1.5772
1.2534,0.3595,1.5767
1.253,0.3562,1.5762
1.2527,0.3527,1.5758
1.2524,0.3492,1.5753
1.252,0.3456,1.575
1.2514,0.3423,1.5747
1.2511,0.3391,1.5745
1.2508,0.3356,1.5743
1.2503,0.3324,1.574
1.2498,0.3291,1.5738
1.2493,0.3261,1.5735
1.2488,0.3232,1.5734
1.2484,0.32,1.5734
1.2481,0.317,1.5734
1.2474,0.314,1.5733
1.2468,0.3108,1.5732
1.2463,0.3082,1.5732
1.2455,0.3055,1.5732
1.2446,0.3029,1.5731
1.244,0.3005,1.573
1.2434,0.2982,1.573
1.2426,0.2961,1.5731
1.242,0.294,1.5731
1.2415,0.2921,1.573
1.2409,0.2903,1.5731
1.2405,0.2886,1.5732
1.2399,0.2868,1.5731
1.2393,0.2852,1.573
1.2388,0.2836,1.5729
1.2383,0.2819,1.5728
1.2379,0.2804,1.5727
1.2377,0.2788,1.5726
1.2372,0.2774,1.5725
1.2369,0.2761,1.5725
1.2368,0.2747,1.5727
1.2364,0.2734,1.5726
1.2363,0.2725,1.5728
1.2359,0.2715,1.5729
1.236,0.2706,1.5732
1.2361,0.2698,1.5735
1.2361,0.269,1.5736
1.2363,0.2685,1.5738
1.2364,0.268,1.5741
1.2364,0.2676,1.5742
1.2365,0.2674,1.5743
1.2367,0.2674,1.5745
1.237,0.2675,1.5745
1.2372,0.2677,1.5745
1.2375,0.268,1.5744
1.2378,0.2684,1.5743
1.2382,0.2688,1.5742
1.2385,0.2694,1.5742
1.2388,0.2702,1.574
1.2392,0.2712,1.5738
1.2394,0.2721,1.5735
1.2397,0.2732,1.5731
1.24,0.2743,1.5726
1.2406,0.2756,1.5724
1.241,0.2769,1.5718
1.2413,0.2784,1.5713
1.2415,0.2801,1.5705
1.2419,0.2819,1.5698
1.2421,0.2838,1.569
1.2426,0.2858,1.5684
1.2428,0.288,1.5676
1.243,0.2903,1.5668
1.2432,0.2926,1.566
1.2434,0.2951,1.5651
1.2435,0.2978,1.5642
1.2438,0.3004,1.5634
1.244,0.3032,1.5625
1.2441,0.3061,1.5618
1.244,0.3092,1.5611
1.2436,0.3122,1.5603
1.2436,0.3153,1.5596
1.2434,0.3187,1.5589
1.2436,0.3222,1.5583
1.2433,0.3259,1.5575
1.2432,0.3296,1.5568
1.2432,0.3334,1.5562
1.243,0.3373,1.5558
1.2426,0.3412,1.5553
1.2421,0.3451,1.5548
1.2415,0.3491,1.5543
1.2412,0.3529,1.5538
1.2407,0.357,1.5532
1.2403,0.3612,1.5527
1.2397,0.3654,1.5521
1.2392,0.3699,1.5518
1.2386,0.3744,1.5515
1.2379,0.3791,1.5511
1.2371,0.3839,1.5508
1.2363,0.3887,1.5503
1.2355,0.3937,1.5497
1.2349,0.3987,1.5492
1.2342,0.4038,1.5486
1.2336,0.4088,1.5481
1.2329,0.4139,1.5476
1.2324,0.4191,1.5472
1.2318,0.4243,1.5467
1.2312,0.4295,1.5461
1.2306,0.4349,1.5455
1.23,0.44,1.5448
1.2296,0.445,1.5439
1.2292,0.45,1.5431
1.2288,0.455,1.5421
1.2283,0.46,1.5411
1.2282,0.4651,1.5403
1.2275,0.4701,1.5395
1.2272,0.4754,1.5387
1.227,0.4807,1.5381
1.2266,0.4861,1.5374
1.2263,0.4915,1.5367
1.2263,0.4969,1.5362
1.2259,0.5024,1.5355
1.2257,0.5077,1.5347
1.2257,0.5132,1.5343
1.2256,0.519,1.5339
1.2259,0.5247,1.5337
1.226,0.5305,1.5337
1.226,0.5365,1.5335
1.2261,0.5423,1.5335
1.2264,0.5483,1.5337
1.2265,0.5539,1.5336
1.2269,0.5597,1.5337
1.2269,0.5652,1.5339
1.2272,0.5708,1.534
1.2273,0.5762,1.534
1.2278,0.5818,1.5344
1.2283,0.5875,1.5345
1.2287,0.593,1.5349
1.229,0.5986,1.5354
1.2292,0.6039,1.5356
1.2301,0.6094,1.536
1.2301,0.6146,1.5363
1.2306,0.6198,1.5366
1.231,0.6252,1.5368
1.2318,0.6304,1.537
1.232,0.6357,1.5374
1.2327,0.6409,1.5377
1.2327,0.6461,1.5379
1.2336,0.6513,1.5384
1.2339,0.6566,1.5386
1.2345,0.6619,1.539
1.2347,0.6671,1.5392
1.235,0.672,1.5394
1.2359,0.6773,1.5396
1.2358,0.6823,1.5397
1.2364,0.6872,1.5397
1.2368,0.6923,1.5397
1.2376,0.6972,1.5397
1.2377,0.702,1.5395
1.2382,0.7067,1.5395
1.2388,0.7115,1.5395
1.2387,0.7161,1.5394
1.2392,0.7207,1.5393
1.2397,0.7251,1.5392
1.2399,0.7296,1.5388
1.2399,0.7339,1.5383
1.2405,0.7384,1.5381
1.2407,0.7428,1.5377
1.2409,0.7472,1.5372
1.2412,0.7514,1.5366
1.2419,0.7557,1.5361
1.2418,0.7599,1.5354
1.242,0.764,1.5346
1.2419,0.7683,1.5339
1.2423,0.7723,1.5333
1.2424,0.7765,1.5325
1.2427,0.7807,1.532
1.2426,0.7847,1.531
1.2423,0.7889,1.53
1.2424,0.7928,1.5292
1.2427,0.7967,1.5281
1.2429,0.8007,1.5271
1.2429,0.8045,1.5261
1.2427,0.8085,1.525
1.2428,0.8126,1.5244
1.2429,0.8164,1.5232
1.2426,0.8201,1.5224
1.2432,0.8238,1.5214
1.2429,0.8274,1.5207
1.2433,0.831,1.5199
1.2432,0.8348,1.5192
1.2434,0.8384,1.5185
1.243,0.842,1.5178
1.2433,0.8454,1.5171
1.2433,0.849,1.5163
1.2435,0.8525,1.5156
1.2437,0.8559,1.5151
1.2441,0.8594,1.5147
1.2441,0.8629,1.5143
1.2446,0.8662,1.5143
1.2448,0.8696,1.514
1.2456,0.8729,1.5139
1.2456,0.8762,1.5139
1.2459,0.8793,1.5136
1.2465,0.8823,1.5136
1.2472,0.8853,1.5136
1.2474,0.888,1.5138
1.2479,0.8904,1.5139
1.2485,0.8928,1.5143
1.2489,0.8951,1.5147
1.2493,0.8972,1.5152
1.2498,0.8991,1.5157
1.2501,0.9008,1.5162
1.2506,0.9023,1.5167
1.2512,0.9039,1.5171
1.2516,0.9051,1.5173
1.2524,0.9061,1.5176
1.2531,0.9069,1.5179
1.2535,0.9074,1.5182
1.2539,0.9077,1.5184
1.2543,0.9078,1.5188
1.2547,0.9075,1.5193
1.2553,0.907,1.5197
1.2556,0.9061,1.5203
1.2558,0.905,1.5207
1.2561,0.9038,1.5211
1.2562,0.9025,1.5217
1.2567,0.9007,1.5223
1.2566,0.8988,1.5229
1.2567,0.8968,1.5234
1.2568,0.8943,1.5238
1.2568,0.8917,1.5241
1.2568,0.8889,1.5245
1.2568,0.8859,1.525
1.2567,0.8827,1.5255
1.257,0.8792,1.5259
1.2565,0.8755,1.5265
1.2564,0.8718,1.5269
1.2563,0.8678,1.5273
1.2561,0.8637,1.5276
1.2562,0.8595,1.5282
1.2562,0.8553,1.5286
1.2562,0.851,1.529
1.2562,0.8464,1.5295
1.2558,0.8419,1.5298
1.2559,0.8374,1.5303
1.256,0.8326,1.5308
1.2557,0.8279,1.5309
1.2553,0.8232,1.5312
1.256,0.8181,1.5317
1.2559,0.8133,1.5318
1.256,0.8083,1.5323
1.256,0.8034,1.5326
1.2561,0.7986,1.533
1.2564,0.7934,1.5334
1.2563,0.7885,1.5338
1.2565,0.7834,1.5341
1.2566,0.7783,1.5345
1.2568,0.7731,1.5348
1.2564,0.7678,1.5346
1.2565,0.7624,1.5347
1.2567,0.7572,1.5349
1.2569,0.7518,1.5351
1.2575,0.7464,1.5352
1.258,0.741,1.5353
1.2581,0.7353,1.5352
1.2585,0.7299,1.5352
1.2592,0.7242,1.535
1.2579,0.7189,1.5347
1.258,0.7134,1.5345
1.2587,0.7078,1.5344
1.2587,0.7021,1.5342
1.2593,0.6965,1.5339
1.2596,0.6911,1.5336
1.2598,0.6856,1.5333
1.2603,0.6804,1.5329
1.2605,0.6751,1.5325
1.261,0.67,1.5322
1.261,0.6649,1.5316
1.2614,0.6601,1.5312
1.2619,0.6554,1.5305
1.2621,0.6508,1.53
1.2623,0.6464,1.5294
1.263,0.642,1.5288
1.2631,0.6377,1.528
1.264,0.6336,1.5275
1.2641,0.6296,1.5266
1.2645,0.6256,1.5261
1.2651,0.6218,1.5254
1.2651,0.6182,1.5246
1.2655,0.6149,1.5239
1.2657,0.6116,1.5234
1.2659,0.6088,1.5228
1.2656,0.606,1.5222
1.2657,0.6036,1.5218
1.2656,0.6014,1.5213
1.2652,0.5995,1.5208
1.2652,0.5973,1.5202
1.265,0.5956,1.5198
1.2646,0.5941,1.5194
1.2641,0.5926,1.519
1.2639,0.5915,1.5188
1.2636,0.5904,1.5187
1.2634,0.5896,1.5186
1.2632,0.5887,1.5186
1.2628,0.5878,1.5186
1.2625,0.587,1.5188
1.2623,0.5865,1.5191
1.2619,0.5858,1.5194
1.2617,0.5855,1.5198
1.2614,0.5851,1.5205
1.2612,0.5848,1.521
1.2608,0.5844,1.5218
1.2602,0.5841,1.5225
1.2597,0.5839,1.5234
1.2594,0.5836,1.5245
1.2588,0.5834,1.5257
1.2581,0.5833,1.5268
1.2575,0.5831,1.5279
1.2566,0.583,1.5291
1.2558,0.5829,1.5305
1.2548,0.5829,1.5317
1.2539,0.5827,1.5331
1.2528,0.5826,1.5345
1.252,0.5827,1.5361
1.2507,0.5824,1.5375
1.2494,0.5822,1.5391
1.248,0.5821,1.5405
1.2468,0.5818,1.5422
1.2454,0.5817,1.5436
1.2437,0.5815,1.5451
1.2421,0.5814,1.5464
1.2406,0.5813,1.5479
1.2386,0.5813,1.5493
1.2367,0.5811,1.5507
1.2346,0.5813,1.552
1.2326,0.5812,1.5534
1.2304,0.5811,1.5547
1.2282,0.5813,1.5561
1.2261,0.5814,1.5575
1.2237,0.5814,1.5588
1.2215,0.5815,1.5601
1.219,0.5818,1.5614
1.2166,0.5819,1.5628
1.214,0.5822,1.564
1.2114,0.5824,1.5654
1.2091,0.5826,1.5668
1.2063,0.5827,1.5681
1.2037,0.5829,1.5696
1.2011,0.5831,1.5712
1.1985,0.5832,1.5726
