tx gt,ty gt,tz gt
-1.1737898539,3.0438418936,-0.085254472
-1.1286049195,3.052637539,-0.0777199413
-1.0891393662,3.0609321449,-0.0709680365
-1.0366373359,3.0722477501,-0.0615949169
-1.0076138022,3.0775243916,-0.056925207
-0.9599603958,3.0836134896,-0.0506002682
-0.9233083587,3.0873228109,-0.0467807256
-0.8763138224,3.0911886697,-0.0424866203
-0.8235679841,3.0955334524,-0.038331499
-0.7926844891,3.0984065976,-0.0361946859
-0.7425245866,3.1036099229,-0.0317849905
-0.6969740795,3.1082770715,-0.0275350992
-0.6608366496,3.1115560974,-0.0236915703
-0.6036384735,3.1157668804,-0.0174086907
-0.5670226719,3.1186344371,-0.0137332137
-0.5155082498,3.1219866686,-0.0087385931
-0.4699181515,3.1244753754,-0.0052219766
-0.4340863299,3.1253440239,-0.0030774825
-0.3855320091,3.125337259,-0.0001307992
-0.3530624124,3.1251867313,0.0019531226
-0.297593608,3.1241110765,0.0058207885
-0.2666304324,3.1229784777,0.0080166113
-0.2187370297,3.11940284,0.0120761567
-0.172538606,3.1147503051,0.0156395407
-0.1320501406,3.1105917856,0.0187736699
-0.0748337335,3.1041488203,0.0233917536
-0.0310056208,3.099055683,0.0269652847
0.0069015636,3.094464611,0.0304349117
0.0553161081,3.0864585161,0.0349937285
0.0879555334,3.0794742425,0.0381041089
0.1443384459,3.0678807923,0.0444120196
0.1923458137,3.05904682,0.0511562029
0.2281108681,3.0533943628,0.0570735715
0.2873391882,3.0437880224,0.0667293872
0.3245346457,3.0372394739,0.0723659288
0.3729775781,3.0279623753,0.0786873855
0.4180980526,3.0184309965,0.0835115406
0.4662761663,3.0087342496,0.0884162238
0.5119680766,3.0007819191,0.0937647184
0.5436734074,2.9961862444,0.0980754652
0.5953705288,2.9882757279,0.1053099647
0.6453176162,2.9784516278,0.1123051143
0.6787632834,2.9716525992,0.1169265257
0.726595312,2.9625270284,0.1242936925
0.7579119267,2.9567622143,0.1292918824
0.8110046139,2.9474057,0.1382824768
0.8552331546,2.9403288295,0.1466182698
0.8924959693,2.9342419367,0.1541649671
0.9425432078,2.9250614322,0.1646696019
0.970624396,2.9198166053,0.1707356755
1.0241023496,2.9109725435,0.1831674406
1.0723234437,2.9047324099,0.1958222139
1.1070367065,2.8999778063,0.2053679511
1.1614549595,2.89086367,0.2204376573
1.1924600663,2.884273743,0.229147524
1.2382473619,2.8743540378,0.2422540778
1.2726305209,2.8663965199,0.2528460759
1.3143689578,2.8562002128,0.2663963419
1.3636865867,2.8418732704,0.2826307657
1.3942842381,2.8328977528,0.2928546592
1.4426360603,2.819435861,0.3099479368
1.4706479467,2.8127938077,0.3201895095
1.509604472,2.8036849221,0.3350149274
1.5517753412,2.7931566914,0.3505300035
1.5712476238,2.7878698526,0.3575651637
1.6084030609,2.7767027104,0.370408946
1.6336868254,2.7683799696,0.3782946977
1.6636120162,2.7583631792,0.3864894364
1.7035122616,2.7450169329,0.3959030061
1.7230216557,2.7385480709,0.4002250543
1.7617908808,2.7253814807,0.4081348199
1.7930947718,2.7146709737,0.4147769041
1.8167203461,2.7067862436,0.4197587328
1.8482870021,2.6962298501,0.4268327692
1.8673667348,2.6891792937,0.4311177681
1.899222392,2.6755197091,0.438078627
1.9316935548,2.6603376439,0.4451460788
1.9540419047,2.6505888477,0.450081388
1.9882596561,2.6365002179,0.4579675641
2.0118228826,2.6262497091,0.4632075099
2.0418318615,2.6118411719,0.469989074
2.0641437728,2.6001150275,0.4745248575
2.0926807492,2.5841563303,0.4806737479
2.1265480367,2.5643522834,0.4883613045
2.1416265845,2.5553277912,0.4919294592
2.1702884857,2.5382123223,0.498608216
2.1981726911,2.5215143657,0.504766231
2.2166950995,2.5099591015,0.5088441717
1.6004977382,1.9461769658,1.2127824512
1.5567213515,1.9558602274,1.2158809004
1.5124644883,1.9625980421,1.2187061277
1.4798521805,1.9674194452,1.2207954733
1.4280999721,1.9740660645,1.2228769999
1.3868765768,1.9812594711,1.2228129726
1.3517154724,1.9864842649,1.2225850828
1.3003908214,1.9944619938,1.2226553125
1.2663111213,1.9990305062,1.2221300684
1.2107867674,2.005758151,1.2201404128
1.160995827,2.0104421056,1.2169177156
1.1288244338,2.0132163933,1.2141133825
1.0733846174,2.0188986757,1.2088040709
1.0394927753,2.022796483,1.205453888
0.985490786,2.0288285881,1.2000843472
0.9452661653,2.033217484,1.1957527184
0.8935754445,2.0380470808,1.1900406771
0.8389675761,2.0416027692,1.1841741781
0.8059855205,2.0431843182,1.1809797494
0.7490700679,2.0478544621,1.1756097572
0.7098101742,2.0532231382,1.1713944216
0.6574728599,2.0609879633,1.1649209007
0.5968602861,2.0695370779,1.1553849661
0.571656895,2.0730765299,1.15103315
0.5159513143,2.0799684542,1.1416769616
0.4759724976,2.0849081381,1.1357829871
0.4247288847,2.0905533935,1.129674592
0.3606045704,2.0975010876,1.1222281046
0.3264848951,2.1005693915,1.1178100209
0.2814397405,2.1057872134,1.1114186593
0.2419048045,2.111945477,1.1042771614
0.1983550193,2.1211147988,1.0955974014
0.1430115753,2.1349097379,1.0842507282
0.1102188143,2.1429230248,1.0778118465
0.0567015444,2.1538969883,1.0676664967
0.0182021195,2.160147811,1.0602815081
-0.0305496866,2.1668296843,1.050344044
-0.0902353177,2.1735993894,1.0394647826
-0.1264395826,2.1779243585,1.0326287095
-0.1808822379,2.1844270846,1.0227215579
-0.2386772088,2.1912503484,1.0110408756
-0.2762364152,2.1957142802,1.0026237241
-0.3346640233,2.202291555,0.987437131
-0.3661078113,2.2057257407,0.9789047162
-0.419279945,2.2126308122,0.9643715737
-0.4687740991,2.21788054,0.9513250648
-0.5087541473,2.2216435874,0.9414931162
-0.565984283,2.2262345253,0.9271463772
-0.5968814891,2.2281512169,0.9187834633
-0.6479388548,2.2312175693,0.9035770828
-0.6806650718,2.2336294937,0.8928722329
-0.727966426,2.2384917349,0.8773043054
-0.7858381274,2.2446486049,0.8579752946
-0.8147834292,2.2476871397,0.8483700064
-0.8570356094,2.250732849,0.8333611244
-0.8980366016,2.2520212631,0.8184487445
-0.941470709,2.2526964061,0.8006539935
-0.9919022797,2.2543771538,0.7777027415
-1.0207118453,2.2562675512,0.764419288
-1.0661499627,2.2617312075,0.744620796
-1.0987728977,2.2657341137,0.7307874948
-1.1462938976,2.2723896332,0.7113751548
-1.1933973266,2.2786508368,0.6900696301
-1.2209749076,2.281964574,0.6768962671
-1.268521825,2.2866206698,0.6530785134
-1.3077532811,2.2885594722,0.6330751099
-1.3439889664,2.2900308281,0.6164167105
-1.3940722431,2.2911709817,0.5938930818
-1.4231935576,2.2912372161,0.5813530615
-1.4764588399,2.2905617452,0.5566389165
-1.5085806704,2.2892329877,0.5397131012
-1.5511835107,2.2875637496,0.5154441769
-1.5987297802,2.284625434,0.4867353137
-1.6232661849,2.2823361406,0.4717402684
-1.6696014971,2.2756795985,0.4434660757
-1.7041976893,2.2696250545,0.4226723257
-1.745050386,2.2626237683,0.3984386616
-1.7895644257,2.257584089,0.3706868552
-1.8179949913,2.2547162496,0.35151459
-1.8568312649,2.2512158917,0.3195934992
-1.8831154285,2.2479093768,0.2953430651
-1.9150101188,2.2423311838,0.2667817776
-1.9540847256,2.2383616409,0.2353385469
-1.9803820095,2.2380403397,0.2160574578
-2.0232733385,2.2392829863,0.1860021333
-2.052431304,2.2388389054,0.1649862207
-2.0891072271,2.2365526198,0.1377974181
-2.1290417716,2.2342415171,0.1066297372
-2.1516009629,2.2343378992,0.0885542753
-2.1919386416,2.2355875977,0.0570256172
-2.2259898332,2.237332211,0.0298039396
-2.2524996073,2.2384070039,0.0098168689
-2.2980098489,2.2389352272,-0.0223786575
-2.3217247545,2.2393738022,-0.0395496688
-2.3560632861,2.2409891083,-0.0663773689
-2.3825409553,2.2422629512,-0.0893978313
-2.4139020774,2.241171972,-0.118110149
-2.4488853731,2.2363960165,-0.1488073084
-2.4718095162,2.2324045849,-0.1668550391
-2.5118152203,2.2246061245,-0.1958414522
-2.545093036,2.2191333266,-0.2220137268
-2.5692987924,2.2141641408,-0.2447828117
-2.6009295959,2.2041739933,-0.2799360178
-2.6178973562,2.1975657734,-0.2993035386
-2.6468847105,2.1860843608,-0.3279397885
-2.6680361753,2.178746747,-0.3471642761
-2.6941410475,2.1700837533,-0.3727012972
-2.7255683484,2.1608395132,-0.4100773868
-2.740355955,2.1565883721,-0.4276450015
-2.762336484,2.1510096743,-0.4504635597
-2.7918306229,2.1434263112,-0.4761844946
-2.8109091574,2.1397490544,-0.4929084986
-2.8371805714,2.1365217635,-0.5212670269
-2.8493753054,2.1358292912,-0.5368361656
-2.8693541087,2.1334844815,-0.5608532856
-2.8844065362,2.1305884503,-0.5763955258
-2.9058876164,2.1262797436,-0.5965584261
-2.9277222913,2.1224662838,-0.6154768962
-2.9404800234,2.119642281,-0.6265356306
-2.9647323122,2.1136063847,-0.6467058347
-2.9836240062,2.1076551805,-0.6606588267
-3.0009753934,2.1006419099,-0.6725603651
-3.0179609342,2.0936425796,-0.6850817882
-3.0353234016,2.0850784883,-0.6998597185
-3.0530115781,2.0753508134,-0.7167817282
-3.0652417969,2.0686917785,-0.7287918421
-3.0801757067,2.0596981162,-0.7440680235
-3.0963590261,2.0482474917,-0.7620636248
-3.104727537,2.0415337485,-0.7722657197
-3.1178289582,2.0302933968,-0.7892622015
-3.1271570521,2.0220655472,-0.8010064804
-3.1376474033,2.0119422423,-0.8154796979
-3.1491203595,2.0006115225,-0.8335670449
-3.1546043973,1.9948146586,-0.8437226429
-3.1624623942,1.9872356467,-0.8583491079
-3.1711678812,1.9802278615,-0.8750034736
-3.1764015438,1.9757341409,-0.8857566619
-3.1837408239,1.9690811578,-0.9025008872
-3.1869067372,1.9664163445,-0.9103325583
-3.1917035685,1.9633261523,-0.9238432833
-3.1954217502,1.960730667,-0.93547951
-3.1982246605,1.9595951699,-0.9435212287
-3.2032449725,1.9580254823,-0.9542560435
-3.2061299637,1.9570071051,-0.9615302849
-3.2090165352,1.9569583776,-0.9704367433
-3.2112293572,1.9583079672,-0.9807120059
-3.213920943,1.96131802,-0.9950779867
-3.216482996,1.9628731092,-1.0128282227
-3.2178659741,1.9625676058,-1.0228056543
-3.2201805695,1.9624572322,-1.0380161238
-3.2225139024,1.9625843164,-1.0497815444
-3.2263675743,1.9646156587,-1.0664494777
-3.2301400493,1.9660636898,-1.0834964911
-3.2328540295,1.9663596424,-1.0946658503
-3.2373665077,1.9669281206,-1.1098017846
-3.2424197858,1.9684465527,-1.1238374307
-3.2466053567,1.9694359909,-1.1360456721
-3.2524960975,1.9687886068,-1.153515031
-3.2568102751,1.9672271696,-1.1664137559
-3.2634175507,1.9634909358,-1.1842448229
-3.2706604207,1.9581880786,-1.2021496778
-3.2758186675,1.954589439,-1.21439547
-3.2853999566,1.9479406031,-1.2369652242
-3.2914981003,1.9437927203,-1.2512077809
-3.3009694672,1.9385063123,-1.273587314
-3.3085372932,1.9346185246,-1.2907194309
-3.3192959128,1.9301725724,-1.3137700403
-3.330036011,1.9258709751,-1.3358864999
-3.339720384,1.9223757116,-1.3550801691
-3.3525267649,1.9190799297,-1.3800631729
-3.3644556357,1.9176591292,-1.4027043855
-3.3734102742,1.9173534666,-1.4200485324
-3.3856423501,1.9158268934,-1.4462360465
-3.3934406655,1.9142870397,-1.4639356961
-3.4059734011,1.9116708835,-1.4920708287
-3.4146070217,1.9105324439,-1.5113426789
-3.425843173,1.9090186614,-1.5352588515
-3.4392846212,1.9057337626,-1.5628954746
-3.4460990726,1.9031525803,-1.5774678906
-3.455257876,1.8976920327,-1.5982209053
-3.4627729841,1.8911811908,-1.6165554837
-3.4676689358,1.8873117005,-1.6309710374
-3.4756174884,1.8835371795,-1.6556110516
-3.4816044282,1.8829110027,-1.673860878
-3.4903561605,1.8822934577,-1.6985663963
-3.5000089894,1.8817603258,-1.722335627
-3.5065160318,1.8816710437,-1.7369046166
-3.5148191319,1.8818742904,-1.7515065284
-3.5212876457,1.8817948564,-1.7645393555
-3.5303240321,1.8808968495,-1.7816121377
-3.5384680608,1.8792173147,-1.7971901979
-3.5441800835,1.8776316806,-1.8086320029
-3.5521220023,1.8754277571,-1.8254319571
-3.557625323,1.8746437479,-1.836669218
-3.5657573064,1.8742396383,-1.853153949
-3.571808757,1.8745352861,-1.865784546
-3.5794829916,1.8738565006,-1.8813259502
-3.5862374911,1.8727699303,-1.8948496702
-3.5912100079,1.8716575879,-1.9045988128
-3.5991214036,1.86927243,-1.9184289126
-3.6065967052,1.8667371984,-1.9309198178
-3.6121385714,1.8646778632,-1.9393240708
-3.620736682,1.8601595557,-1.9511853528
-3.6264494588,1.8565431126,-1.9584378779
-3.6345368917,1.8520883785,-1.9679161344
-3.6450145036,1.8478455728,-1.9794607464
-3.653372536,1.844746573,-1.9891544037
-3.666100229,1.8413669731,-2.0029917884
-3.6748872992,1.8388585338,-2.0123351776
-3.6874305101,1.8344303688,-2.025181931
-3.700044266,1.8299847285,-2.0386910366
-3.7107947435,1.8256460562,-2.0505109904
-3.7280969114,1.820036752,-2.0694495541
-3.7382301976,1.8179476807,-2.0801582285
-3.7553949103,1.8153316642,-2.0975913408
-3.7710255426,1.8143822939,-2.1128577383
-3.7821959967,1.8141627461,-2.1236729919
-3.799731343,1.8127740759,-2.1412878988
-3.8105603111,1.811543878,-2.1522230654
-3.8287171967,1.8113521697,-2.1707935964
-3.8458334954,1.8143341869,-2.1864635486
-3.8575398651,1.8162969822,-2.1964113222
-3.8773673041,1.8177350623,-2.2131303541
-3.8892650315,1.8167556777,-2.223688625
-3.9047363936,1.8151241018,-2.2390555567
-3.9229927302,1.8152345904,-2.2549196905
-3.9364385558,1.8158378903,-2.2668387645
-3.9561318309,1.8168108696,-2.2854724401
-3.971184676,1.8170215748,-2.2992464134
-3.9892172822,1.8131762582,-2.3190375545
-4.0030624824,1.8110441343,-2.3330692327
-4.0161905247,1.808289176,-2.34902424
-4.0333405141,1.8084915254,-2.3670750525
-4.042941632,1.8085657557,-2.3774343253
-4.0566839486,1.8066469478,-2.3923318993
-4.0664844958,1.8054253067,-2.4017283297
-4.076838249,1.8016530658,-2.4116577526
-4.0892878315,1.797211746,-2.4235596549
-4.096592735,1.7950139902,-2.430157027
-4.1093211577,1.7903208207,-2.4419625051
-4.1182853995,1.7874150331,-2.4499811143
-4.1279432638,1.7832895304,-2.4597938607
-4.1382817832,1.7780713325,-2.4704478615
-4.1453597817,1.775758344,-2.4766306942
-4.1549339743,1.7709120334,-2.4868332113
-4.1619239809,1.7671474916,-2.4928806519
-4.1723466074,1.7619494895,-2.5024551001
-4.1822930906,1.7577235936,-2.5096175535
